lakeid,sampledate,depth,chlor,phaeo
CR,8/27/86,8,1.9,0
CR,8/27/86,10,1.7,0.5
CR,8/27/86,12,3,1.9
CR,8/27/86,15,1,12.8
CR,8/27/86,19,4.8,2.5
CR,8/27/86,19,3.2,3.6
CR,9/11/86,0,1.3,0.3
CR,9/11/86,3,1.3,0.2
CR,9/11/86,5,1.3,0.2
CR,9/11/86,8,1.3,0.2
CR,9/11/86,10,1.2,0.4
CR,9/11/86,12,3.7,0
CR,9/11/86,15,5.8,1.9
CR,9/11/86,15,5.8,2.2
CR,9/11/86,19,3.2,2.9
CR,9/24/86,0,1.1,0.2
CR,9/24/86,3,1.2,0.3
CR,9/24/86,5,1.4,0.5
CR,9/24/86,8,2,0.5
CR,9/24/86,10,2.4,0.6
CR,9/24/86,12,2.2,0.6
CR,9/24/86,15,2.2,1.8
CR,9/24/86,19,0.6,3.1
CR,9/24/86,19,0.6,3.1
CR,10/8/86,0,1.5,0.6
CR,10/8/86,3,1.8,0.4
CR,10/8/86,3,1.7,0.6
CR,10/8/86,5,1.9,0.6
CR,10/8/86,8,2,0.6
CR,10/8/86,10,2.1,0.8
CR,10/8/86,12,2,0.7
CR,10/8/86,15,1.9,1.3
CR,10/8/86,19,1,2.8
CR,10/22/86,0,1.4,0.4
CR,10/22/86,3,1.6,0.4
CR,10/22/86,5,1.6,0.4
CR,10/22/86,8,2.7,0.7
CR,10/22/86,10,2.8,0.7
CR,10/22/86,10,3,0.8
CR,10/22/86,12,2.5,0.8
CR,10/22/86,15,2.1,0.9
CR,10/22/86,19,1.5,1
CR,11/3/86,0,2.9,0.6
CR,11/3/86,3,2.9,0.7
CR,11/3/86,5,2.8,0.8
CR,11/3/86,8,2.8,0.6
CR,11/3/86,10,2.8,0.7
CR,11/3/86,12,2.9,0.7
CR,11/3/86,15,2.9,0.7
CR,11/3/86,19,2.9,0.6
CR,11/3/86,19,2.9,0.8
CR,11/17/86,0,2.6,0.5
CR,11/17/86,3,2.6,0.6
CR,11/17/86,5,2.7,0.5
CR,11/17/86,5,2.4,0.6
CR,11/17/86,8,2.7,0.6
CR,11/17/86,10,2.8,0.5
CR,11/17/86,12,2.6,0.6
CR,11/17/86,15,2.7,0.5
CR,11/17/86,19,2.6,0.7
CR,1/14/87,0,0.2,0.3
CR,1/14/87,3,0.6,0.4
CR,1/14/87,3,0.7,0.4
CR,1/14/87,5,0.6,0.5
CR,1/14/87,8,0.9,0.2
CR,1/14/87,10,0.5,0.5
CR,1/14/87,12,0.5,0.4
CR,1/14/87,15,0.5,0.4
CR,1/14/87,19,0.2,0.8
CR,2/25/87,0,0.3,0.2
CR,2/25/87,3,0.6,0.2
CR,2/25/87,5,0.6,0.2
CR,2/25/87,8,0.5,0.3
CR,2/25/87,8,0.6,0.1
CR,2/25/87,10,0.6,0.1
CR,2/25/87,12,0.6,0.2
CR,2/25/87,19,0.2,0.8
CR,3/25/87,0,1.3,0.3
CR,3/25/87,3,1.2,0.4
CR,3/25/87,5,1.3,0.1
CR,3/25/87,8,1.3,0.1
CR,3/25/87,10,1.4,0.3
CR,3/25/87,10,1.9,0.4
CR,3/25/87,12,2.8,0.3
CR,3/25/87,15,3.2,0.6
CR,3/25/87,19,2.8,1.1
CR,4/21/87,0,0.7,-0.1
CR,4/21/87,3,0.7,0.3
CR,4/21/87,5,1.1,0.1
CR,4/21/87,5,1.1,0.1
CR,4/21/87,8,1.9,0.2
CR,4/21/87,10,2.4,0.6
CR,4/21/87,12,3.8,0.4
CR,4/21/87,15,3.7,1.5
CR,4/21/87,19,6.6,1.2
CR,5/5/87,0,1,-0.5
CR,5/5/87,3,0.8,0.2
CR,5/5/87,5,0.7,0.1
CR,5/5/87,5,0.9,-0.1
CR,5/5/87,8,1.1,0.2
CR,5/5/87,10,1.1,0.3
CR,5/5/87,12,1.7,0.2
CR,5/5/87,15,2.8,0.4
CR,5/5/87,19,4.2,1.1
CR,5/20/87,3,0.3,0.8
CR,5/20/87,5,0.8,0
CR,5/20/87,8,0.9,0
CR,5/20/87,8,0.7,0.3
CR,5/20/87,12,1.4,0.3
CR,5/20/87,15,1.7,1.8
CR,5/20/87,18,3.9,0.6
CR,6/4/87,0,1,0.1
CR,6/4/87,3,1,0.1
CR,6/4/87,5,1.1,0
CR,6/4/87,8,2.1,0.3
CR,6/4/87,10,1.6,0.2
CR,6/4/87,12,1.4,0
CR,6/4/87,15,1.6,0.5
CR,6/4/87,19,3.9,-0.3
CR,6/4/87,19,3.4,0.7
CR,6/22/87,0,0.5,0.1
CR,6/22/87,3,0.6,0.4
CR,6/22/87,5,0.7,0.1
CR,6/22/87,8,1,0.2
CR,6/22/87,10,1,0.1
CR,6/22/87,12,0.7,0.2
CR,6/22/87,15,1.3,0.4
CR,6/22/87,19,1.7,0.6
CR,6/22/87,19,1.4,0.8
CR,7/1/87,0,0.6,0
CR,7/1/87,3,0.6,0
CR,7/1/87,5,0.5,0
CR,7/1/87,8,0.7,0.1
CR,7/1/87,10,0.5,0.9
CR,7/1/87,10,0.9,0.3
CR,7/1/87,12,1,0.2
CR,7/1/87,15,1.1,0.5
CR,7/1/87,19,1.6,0.6
CR,7/16/87,0,0.8,0.7
CR,7/16/87,3,0.8,0.7
CR,7/16/87,5,1.2,0.1
CR,7/16/87,5,1,0.2
CR,7/16/87,8,1.6,0.1
CR,7/16/87,10,1.4,0.2
CR,7/16/87,12,2.2,1.1
CR,7/16/87,15,2,1
CR,7/16/87,19,0.8,1.1
CR,7/29/87,0,1.2,-0.1
CR,7/29/87,3,1,-0.2
CR,7/29/87,5,1.2,0.1
CR,7/29/87,8,1.1,0.2
CR,7/29/87,10,0.3,1.9
CR,7/29/87,12,2.3,0.7
CR,7/29/87,12,1.8,1.1
CR,7/29/87,15,5.8,2.2
CR,7/29/87,19,1.4,1.5
CR,8/12/87,0,1.6,-0.3
CR,8/12/87,3,1.6,-0.4
CR,8/12/87,5,1.6,-0.5
CR,8/12/87,5,1.7,-0.3
CR,8/12/87,8,1.4,0.2
CR,8/12/87,10,2.5,0.2
CR,8/12/87,12,2.6,1.3
CR,8/12/87,15,5.7,2.3
CR,8/12/87,19,3.1,1.9
CR,8/27/87,0,1.2,0.6
CR,8/27/87,3,1.1,0.3
CR,8/27/87,5,1.2,0.4
CR,8/27/87,8,1.2,0.3
CR,8/27/87,8,1.4,0.4
CR,8/27/87,10,2,0.9
CR,8/27/87,12,2.8,1.6
CR,8/27/87,15,6.1,3.8
CR,8/27/87,19,3.8,4.1
CR,9/8/87,0,1.2,-0.1
CR,9/8/87,0,1.1,0.3
CR,9/8/87,3,1.3,0.2
CR,9/8/87,5,1.5,0.2
CR,9/8/87,8,1.7,0.1
CR,9/8/87,10,1.8,0.6
CR,9/8/87,12,3,1.9
CR,9/8/87,15,6.8,2.7
CR,9/8/87,18,1.8,2.2
CR,9/22/87,0,1.3,0.5
CR,9/22/87,3,1.7,0.2
CR,9/22/87,5,1.7,0.7
CR,9/22/87,8,1.4,0.6
CR,9/22/87,10,1.9,0.3
CR,9/22/87,10,1.9,0.3
CR,9/22/87,12,2.6,0.5
CR,9/22/87,15,1.5,1.4
CR,9/22/87,18,1.9,1.4
CR,10/7/87,0,2,0.7
CR,10/7/87,3,2.1,0.7
CR,10/7/87,5,2.2,0.6
CR,10/7/87,8,2,0.8
CR,10/7/87,10,2,0.8
CR,10/7/87,10,2,1
CR,10/7/87,12,2.1,0.6
CR,10/7/87,15,2.1,0.8
CR,10/7/87,18,0.7,2
CR,10/22/87,0,1.7,0.6
CR,10/22/87,3,1.7,0.6
CR,10/22/87,5,1.7,0.5
CR,10/22/87,8,1.7,0.6
CR,10/22/87,10,1.5,0.7
CR,10/22/87,12,1.7,0.5
CR,10/22/87,12,1.6,0.6
CR,10/22/87,15,1.6,0.6
CR,10/22/87,18,1.5,0.7
CR,11/4/87,0,2.4,-0.3
CR,11/4/87,3,2.1,-0.1
CR,11/4/87,5,2.2,0.3
CR,11/4/87,5,1.9,0.3
CR,11/4/87,8,1.4,0.7
CR,11/4/87,10,1.3,0.6
CR,11/4/87,12,1,0.7
CR,11/4/87,15,1,0.5
CR,11/4/87,18,1,0.7
CR,11/18/87,0,1.8,0.3
CR,11/18/87,3,1.9,0.5
CR,11/18/87,5,1.6,0.4
CR,11/18/87,8,1.7,0.4
CR,11/18/87,10,2,0.4
CR,11/18/87,12,1.9,0.4
CR,11/18/87,15,1.9,0.3
CR,11/18/87,18,1.9,0.5
CR,11/18/87,18,2,0.4
CR,1/19/88,0,0.3,0
CR,1/19/88,0,0.4,-0.1
CR,1/19/88,3,0.8,0
CR,1/19/88,5,0.8,-0.1
CR,1/19/88,8,0.4,0.3
CR,1/19/88,10,0.3,0.1
CR,1/19/88,12,0.2,0.3
CR,1/19/88,15,0.2,0.5
CR,1/19/88,18,0.2,0.7
CR,3/2/88,0,0.4,0.1
CR,3/2/88,3,0.6,0.2
CR,3/2/88,5,0.8,-0.1
CR,3/2/88,8,0.3,0
CR,3/2/88,10,0.3,-0.1
CR,3/2/88,10,0.2,0.1
CR,3/2/88,12,0.1,0.2
CR,3/2/88,15,0.2,0.1
CR,3/2/88,18,0.1,0.5
CR,4/5/88,0,0.4,0
CR,4/5/88,3,0.7,0.3
CR,4/5/88,5,0.9,0.4
CR,4/5/88,8,0.8,0.2
CR,4/5/88,10,1.3,0.2
CR,4/5/88,10,1.2,0.5
CR,4/5/88,12,1.1,0.4
CR,4/5/88,15,1.3,0.5
CR,4/5/88,18,1,0.9
CR,4/26/88,0,1.7,0.1
CR,4/26/88,3,1.8,0
CR,4/26/88,5,1.7,0.3
CR,4/26/88,8,1.7,0.3
CR,4/26/88,10,1.4,0.2
CR,4/26/88,12,1.7,0.3
CR,4/26/88,15,1.7,0.2
CR,4/26/88,19,1.7,0.1
CR,5/12/88,0,8.2,1.3
CR,5/12/88,3,8.7,1.6
CR,5/12/88,5,2.2,0.5
CR,5/12/88,5,2.8,0
CR,5/12/88,8,1.8,0.3
CR,5/12/88,10,1.9,0.4
CR,5/12/88,12,2,0.4
CR,5/12/88,15,2.7,0.5
CR,5/12/88,19,3,0.8
CR,5/26/88,0,4.7,0.2
CR,5/26/88,3,4.7,0.9
CR,5/26/88,5,3.2,0.4
CR,5/26/88,5,3.2,0.6
CR,5/26/88,8,2.6,0
CR,5/26/88,10,2.5,0.7
CR,5/26/88,12,3.4,1
CR,5/26/88,15,3.3,1.3
CR,5/26/88,19,4.2,1.3
CR,6/8/88,0,2,-0.3
CR,6/8/88,3,1.9,0
CR,6/8/88,5,1.6,-0.1
CR,6/8/88,8,1.7,-0.1
CR,6/8/88,8,1.8,0.3
CR,6/8/88,10,2.2,0
CR,6/8/88,12,1.9,0.5
CR,6/8/88,15,3.4,1.5
CR,6/8/88,19,9.8,2.7
CR,6/23/88,0,0.9,0.1
CR,6/23/88,3,1.8,-0.7
CR,6/23/88,3,0.9,0.2
CR,6/23/88,5,0.9,0.4
CR,6/23/88,8,1.3,0.2
CR,6/23/88,10,1.5,0.3
CR,6/23/88,12,1.9,1
CR,6/23/88,15,2.2,1.8
CR,6/23/88,19,3.8,3.7
CR,7/6/88,0,0.9,0
CR,7/6/88,3,0.9,0.1
CR,7/6/88,5,0.8,-0.1
CR,7/6/88,8,0.8,-0.2
CR,7/6/88,10,0.8,0.2
CR,7/6/88,10,1,0.1
CR,7/6/88,12,1.3,0
CR,7/6/88,15,1.4,1
CR,7/6/88,19,3.9,3.4
CR,7/21/88,0,0.7,1.8
CR,7/21/88,0,1.9,0.4
CR,7/21/88,3,1.5,0.8
CR,7/21/88,5,1.8,0
CR,7/21/88,8,1.7,0.4
CR,7/21/88,10,1.4,1.3
CR,7/21/88,12,2.4,1.2
CR,7/21/88,15,5.8,2.6
CR,7/21/88,19,8.3,2.4
CR,8/2/88,0,1.8,-0.4
CR,8/2/88,3,1.3,0.1
CR,8/2/88,5,1.6,-0.1
CR,8/2/88,8,1.9,0
CR,8/2/88,10,1.6,0
CR,8/2/88,12,2.4,0.9
CR,8/2/88,15,5.2,4.4
CR,8/2/88,19,3,3.3
CR,8/2/88,19,3.1,3.8
CR,8/17/88,0,1.2,0.4
CR,8/17/88,3,1.3,0.6
CR,8/17/88,5,1.7,0.4
CR,8/17/88,8,1.9,-0.2
CR,8/17/88,10,0.7,1.9
CR,8/17/88,12,3.5,1.8
CR,8/17/88,12,3.2,2
CR,8/17/88,15,5.4,5.3
CR,8/17/88,19,3.4,4.6
CR,8/31/88,0,1.5,-0.1
CR,8/31/88,3,1.8,0
CR,8/31/88,5,1.4,0
CR,8/31/88,8,1.5,1.2
CR,8/31/88,10,2,0.2
CR,8/31/88,12,2.6,2.1
CR,8/31/88,15,7.7,5
CR,8/31/88,15,9.8,2.9
CR,8/31/88,19,2,5
CR,9/13/88,0,3.2,-0.6
CR,9/13/88,3,3.5,-0.2
CR,9/13/88,5,2.9,0.3
CR,9/13/88,5,3.2,-0.1
CR,9/13/88,8,3.2,-0.3
CR,9/13/88,10,4.3,-0.1
CR,9/13/88,12,6.1,1.3
CR,9/13/88,15,2.8,2.6
CR,9/13/88,19,1.2,3.5
CR,9/29/88,0,1.8,0.5
CR,9/29/88,3,2.3,0.7
CR,9/29/88,5,2.2,0.5
CR,9/29/88,8,2.3,0.1
CR,9/29/88,10,3.1,-0.1
CR,9/29/88,12,10.6,1.8
CR,9/29/88,15,7.6,3.5
CR,9/29/88,19,2.5,1.9
CR,9/29/88,19,3.1,1.6
CR,10/11/88,0,1.7,0.5
CR,10/11/88,3,1.7,0.6
CR,10/11/88,5,2.1,0.3
CR,10/11/88,5,1.5,0.8
CR,10/11/88,8,1.9,0.4
CR,10/11/88,10,1.6,0.5
CR,10/11/88,12,4.4,0.8
CR,10/11/88,15,16.4,3.6
CR,10/11/88,19,1,1.8
CR,10/26/88,0,2.3,0.7
CR,10/26/88,3,2.5,0.8
CR,10/26/88,3,2.4,0.9
CR,10/26/88,5,2.4,0.7
CR,10/26/88,8,2.4,1
CR,10/26/88,10,2.5,0.9
CR,10/26/88,12,2.4,1.1
CR,10/26/88,15,2.1,0.8
CR,10/26/88,19,2.3,0.8
CR,11/8/88,0,2.6,0.5
CR,11/8/88,3,2.8,0.9
CR,11/8/88,5,3,0.7
CR,11/8/88,8,2.8,0.6
CR,11/8/88,10,2.5,1
CR,11/8/88,12,2.8,0.8
CR,11/8/88,15,2.7,0.8
CR,11/8/88,19,2.2,1.1
CR,11/8/88,19,2.5,0.8
CR,1/18/89,0,3.2,0.3
CR,1/18/89,3,1.8,0.5
CR,1/18/89,5,1.5,0.9
CR,1/18/89,8,1,0.7
CR,1/18/89,10,0.5,0.8
CR,1/18/89,12,0.5,0.8
CR,1/18/89,15,0.2,1.5
CR,1/18/89,18,0.8,2.3
CR,1/18/89,18,1,1.7
CR,2/20/89,0,1.3,0.1
CR,2/20/89,0,1.5,-0.1
CR,2/20/89,3,0.8,0.3
CR,2/20/89,5,0.8,0.2
CR,2/20/89,8,0.6,0.2
CR,2/20/89,10,0.3,0.6
CR,2/20/89,12,0.3,0.5
CR,2/20/89,15,0.2,0.8
CR,2/20/89,19,0.3,1.2
CR,3/29/89,0,0.2,0.5
CR,3/29/89,0,0.7,0.1
CR,3/29/89,3,0.4,0.2
CR,3/29/89,5,0.5,0.2
CR,3/29/89,8,0.6,0.2
CR,3/29/89,10,0.6,0.5
CR,3/29/89,12,0.6,0.5
CR,3/29/89,15,0.5,0.6
CR,3/29/89,19,0.5,0.9
CR,3/29/89,19,0.7,1
CR,5/2/89,0,2.1,0.2
CR,5/2/89,0,2.5,0.3
CR,5/2/89,3,2.4,0.5
CR,5/2/89,5,3.7,-0.2
CR,5/2/89,8,8.1,1.1
CR,5/2/89,10,4.2,0.4
CR,5/2/89,12,4.2,1
CR,5/2/89,15,5.4,1
CR,5/2/89,19,5.6,1.7
CR,5/17/89,0,1.8,0
CR,5/17/89,3,2,0.3
CR,5/17/89,5,3.1,0.2
CR,5/17/89,8,4.8,-1.2
CR,5/17/89,10,3.9,0.9
CR,5/17/89,10,4.8,0.9
CR,5/17/89,12,8.4,-0.4
CR,5/17/89,15,7.4,1.5
CR,5/17/89,19,5,1.6
CR,6/1/89,0,1.3,0.2
CR,6/1/89,3,2,0.5
CR,6/1/89,5,3.6,0.1
CR,6/1/89,5,3.5,0.4
CR,6/1/89,8,2.7,0.4
CR,6/1/89,10,2.9,1.2
CR,6/1/89,12,4.3,1.7
CR,6/1/89,19,16.7,2.6
CR,6/15/89,0,1.4,0.4
CR,6/15/89,3,1.8,0
CR,6/15/89,5,1.5,0.2
CR,6/15/89,8,1.3,0.4
CR,6/15/89,10,1.9,0.5
CR,6/15/89,12,3.6,0.8
CR,6/15/89,15,6.4,2.1
CR,6/15/89,19,10.7,0.9
CR,6/15/89,19,7.3,4.1
CR,6/29/89,0,0.9,0.5
CR,6/29/89,3,2.2,-1.2
CR,6/29/89,5,1,-0.2
CR,6/29/89,8,1.2,-0.2
CR,6/29/89,8,1,0.1
CR,6/29/89,10,1.4,0.4
CR,6/29/89,12,2,0.4
CR,6/29/89,15,4,1.3
CR,6/29/89,19,6.1,1.7
CR,7/12/89,0,1.7,0.1
CR,7/12/89,3,1.6,0.2
CR,7/12/89,5,0.9,0.2
CR,7/12/89,12,2.1,0.7
CR,7/12/89,15,4.4,1.1
CR,7/12/89,19,9,0.9
CR,7/12/89,19,9.7,0
CR,7/27/89,0,2.1,0
CR,7/27/89,3,1.6,0.4
CR,7/27/89,5,1.1,0.2
CR,7/27/89,8,1.3,0.4
CR,7/27/89,10,1.2,0.4
CR,7/27/89,12,1.8,0.8
CR,7/27/89,12,1.9,0.7
CR,7/27/89,15,6.2,3
CR,7/27/89,19,7.7,6
CR,8/9/89,0,2.6,0.3
CR,8/9/89,3,3.2,-1.6
CR,8/9/89,5,2.3,0.4
CR,8/9/89,8,1.7,0.2
CR,8/9/89,10,2,0.4
CR,8/9/89,12,2.8,1
CR,8/9/89,15,9.5,4.2
CR,8/9/89,19,11.7,4.3
CR,8/9/89,19,12.9,5.2
CR,8/24/89,0,1.4,0.4
CR,8/24/89,3,2,-0.1
CR,8/24/89,5,1.9,0
CR,8/24/89,5,2.3,0.1
CR,8/24/89,8,2.3,0.6
CR,8/24/89,10,2.5,0.8
CR,8/24/89,12,3.9,1.3
CR,8/24/89,15,10.8,4.1
CR,8/24/89,19,11.1,5.6
CR,9/7/89,0,2.7,0.3
CR,9/7/89,3,1,1.4
CR,9/7/89,5,1.6,0.6
CR,9/7/89,8,1.9,0.6
CR,9/7/89,10,2.6,0.9
CR,9/7/89,12,4,1.7
CR,9/7/89,15,12,3.4
CR,9/7/89,19,3.2,5.7
CR,9/7/89,19,3.1,5.6
CR,9/21/89,0,1,0.2
CR,9/21/89,3,1,0.3
CR,9/21/89,5,0.8,0.8
CR,9/21/89,8,1.3,0.3
CR,9/21/89,10,1.8,0.6
CR,9/21/89,12,3,1
CR,9/21/89,15,9.1,2.2
CR,9/21/89,15,8.4,2.3
CR,9/21/89,18,9.4,4.1
CR,10/5/89,0,1.5,0.4
CR,10/5/89,3,1.5,0.4
CR,10/5/89,5,1.3,0.5
CR,10/5/89,8,1.5,0.2
CR,10/5/89,10,1.5,0.2
CR,10/5/89,12,1.4,0.5
CR,10/5/89,15,7.4,3.2
CR,10/5/89,19,7.2,3.8
CR,10/5/89,19,6,3.3
CR,10/19/89,0,2.3,0.6
CR,10/19/89,3,2.4,0.6
CR,10/19/89,5,2.2,0.7
CR,10/19/89,8,2.5,0.4
CR,10/19/89,10,2.8,0.8
CR,10/19/89,12,3.6,0.5
CR,10/19/89,15,2.7,0.6
CR,10/19/89,15,2.9,0.7
CR,10/19/89,19,3.8,1.3
CR,10/31/89,0,3,0.8
CR,10/31/89,3,3.1,0.4
CR,10/31/89,5,2.9,0.4
CR,10/31/89,8,3.3,0.7
CR,10/31/89,10,5.9,0.9
CR,10/31/89,12,4.8,1.1
CR,10/31/89,15,2.2,1.3
CR,10/31/89,19,2.9,2.5
CR,11/15/89,0,3.2,1.3
CR,11/15/89,0,3,1.1
CR,11/15/89,3,3.4,0.9
CR,11/15/89,5,3.2,1.2
CR,11/15/89,8,3,1.6
CR,11/15/89,10,3.2,1.2
CR,11/15/89,12,3.4,0.9
CR,11/15/89,15,3.2,0.9
CR,11/15/89,19,2.8,1.1
CR,1/15/90,0,0.2,0.2
CR,1/15/90,3,1.9,0.3
CR,1/15/90,5,0.9,0.4
CR,1/15/90,8,0.3,0.3
CR,1/15/90,10,0.3,0.4
CR,1/15/90,12,0.3,0.4
CR,1/15/90,15,0.1,0.6
CR,1/15/90,19,0.4,0.7
CR,2/19/90,0,0.2,0.1
CR,2/19/90,3,0.6,0.1
CR,2/19/90,5,0.4,0.1
CR,2/19/90,8,0.3,0.1
CR,2/19/90,10,0.1,0.2
CR,2/19/90,10,0.1,0.3
CR,2/19/90,12,0.2,0.2
CR,2/19/90,15,0.1,0.5
CR,2/19/90,19,0,1.8
CR,3/29/90,0,1,0.4
CR,3/29/90,3,2,0.2
CR,3/29/90,8,2.5,-0.4
CR,3/29/90,10,2.3,0.1
CR,3/29/90,12,2.1,0.5
CR,3/29/90,15,3.1,0.7
CR,3/29/90,19,0.7,2.8
CR,3/29/90,19,1.9,1
CR,5/3/90,0,1.7,0.3
CR,5/3/90,3,1.9,0.1
CR,5/3/90,5,2.2,0.3
CR,5/3/90,8,3.3,0.4
CR,5/3/90,10,3.2,0.7
CR,5/3/90,12,3.9,0.7
CR,5/3/90,15,8.1,1.5
CR,5/3/90,19,5.2,1
CR,5/3/90,19,5.4,1.4
CR,5/16/90,0,1.4,-0.3
CR,5/16/90,3,1.3,0
CR,5/16/90,5,1.5,0.2
CR,5/16/90,8,3,0.4
CR,5/16/90,10,2.5,0.7
CR,5/16/90,12,3,0.8
CR,5/16/90,15,5.7,0.8
CR,5/16/90,19,8.3,2.6
CR,5/16/90,19,7.2,1.8
CR,5/31/90,0,1,0.1
CR,5/31/90,3,1,0.1
CR,5/31/90,3,1.1,0
CR,5/31/90,5,1,0.1
CR,5/31/90,8,1.2,0.3
CR,5/31/90,10,0.3,1.6
CR,5/31/90,12,1.8,0.7
CR,5/31/90,15,3.5,1
CR,5/31/90,19,5.6,2.6
CR,6/12/90,0,1.8,0.2
CR,6/12/90,3,2.1,0.1
CR,6/12/90,5,3.8,0.1
CR,6/12/90,8,2.4,0.1
CR,6/12/90,10,1.8,1.3
CR,6/12/90,12,2,1.9
CR,6/12/90,15,3,3
CR,6/12/90,19,2,6.3
CR,6/12/90,19,3,5.5
CR,6/28/90,0,1.1,0.8
CR,6/28/90,3,1.4,0.9
CR,6/28/90,5,1.3,0.4
CR,6/28/90,8,1.1,0.7
CR,6/28/90,10,1,1.6
CR,6/28/90,10,1.2,2.5
CR,6/28/90,12,1.2,4.3
CR,6/28/90,15,2.2,5.1
CR,6/28/90,19,0.8,8
CR,7/25/90,0,1,0.2
CR,7/25/90,3,1,0.2
CR,7/25/90,5,0.9,0.4
CR,7/25/90,8,1.2,0.2
CR,7/25/90,10,0.4,2.4
CR,7/25/90,12,2.1,2.6
CR,7/25/90,12,2.1,2.6
CR,7/25/90,15,2.5,8.7
CR,7/25/90,19,9.5,7.4
CR,8/9/90,0,-3.2,5
CR,8/9/90,3,1,0.6
CR,8/9/90,5,1.3,0.3
CR,8/9/90,8,1.6,0.9
CR,8/9/90,10,1.7,0.6
CR,8/9/90,12,2.6,3.9
CR,8/9/90,15,6.8,7.2
CR,8/9/90,19,3.6,13.1
CR,8/9/90,19,4.6,12.2
CR,8/23/90,0,1.7,0.6
CR,8/23/90,3,1.8,0.6
CR,8/23/90,5,1.6,0.9
CR,8/23/90,8,2,0.7
CR,8/23/90,10,1.3,1.5
CR,8/23/90,10,1.3,1.5
CR,8/23/90,12,2.9,3.3
CR,8/23/90,15,7.2,8.1
CR,8/23/90,19,1.5,8.9
CR,9/6/90,10,3.1,2.1
CR,9/6/90,12,3.4,2.3
CR,9/6/90,15,10.4,7.5
CR,9/6/90,19,2,7.9
CR,9/6/90,19,0.3,8.9
CR,9/19/90,0,1.9,1.3
CR,9/19/90,3,2,1.4
CR,9/19/90,5,2.2,1.4
CR,9/19/90,8,1.3,2.5
CR,9/19/90,10,3.2,0.9
CR,9/19/90,12,23.5,-11.6
CR,9/19/90,12,9.2,3.2
CR,9/19/90,15,4.4,8.9
CR,9/19/90,19,0.5,6.7
CR,10/4/90,0,1.4,1.1
CR,10/4/90,3,1.6,1
CR,10/4/90,5,1.6,0.9
CR,10/4/90,8,1.5,1.1
CR,10/4/90,10,1.5,1.1
CR,10/4/90,12,2.5,1.5
CR,10/4/90,15,11.7,7.7
CR,10/4/90,19,5.2,4.3
CR,10/4/90,19,4,5.6
CR,10/17/90,0,2.7,0.8
CR,10/17/90,3,2.2,1.3
CR,10/17/90,5,2.4,1
CR,10/17/90,8,2.3,1.1
CR,10/17/90,10,2.5,0.9
CR,10/17/90,12,3,0.8
CR,10/17/90,15,2.6,2
CR,10/17/90,15,2.1,3
CR,10/17/90,19,-0.2,4.1
CR,11/1/90,0,2.5,1.7
CR,11/1/90,3,2.5,2
CR,11/1/90,3,2.3,1.9
CR,11/1/90,5,1.8,2.4
CR,11/1/90,8,2.7,2.6
CR,11/1/90,10,3.1,1.9
CR,11/1/90,12,1.2,2
CR,11/1/90,15,1.4,1.9
CR,11/1/90,19,1.1,2
CR,1/14/91,0,0.7,1.6
CR,1/14/91,3,0.8,2.8
CR,1/14/91,5,1.4,1.8
CR,1/14/91,8,0.4,2.1
CR,1/14/91,10,0.1,2
CR,1/14/91,12,-0.1,2.1
CR,1/14/91,15,-0.2,2.1
CR,1/14/91,19,-0.1,1.9
CR,1/14/91,19,0.1,2.7
CR,2/21/91,0,1.2,0.4
CR,2/21/91,3,3.4,1
CR,2/21/91,5,1.5,1.3
CR,2/21/91,8,0.5,1
CR,2/21/91,10,0.6,1.2
CR,2/21/91,10,0.5,1.4
CR,2/21/91,15,0.1,1.2
CR,2/21/91,19,0.8,1.1
CR,3/26/91,0,0.3,0.1
CR,3/26/91,0,0.1,0.2
CR,3/26/91,3,1.6,4.3
CR,3/26/91,5,0.8,4
CR,3/26/91,8,-0.3,4.6
CR,3/26/91,10,2.8,1.6
CR,3/26/91,12,2,1.4
CR,3/26/91,15,0.9,1.7
CR,3/26/91,19,-0.3,2.3
CR,5/8/91,0,-0.5,3
CR,5/8/91,3,0.1,3
CR,5/8/91,5,0.9,2.2
CR,5/8/91,8,5.5,-1.1
CR,5/8/91,10,5.9,-2.6
CR,5/8/91,12,3.3,1.3
CR,5/8/91,15,7.8,1.6
CR,5/8/91,19,24.4,-3.6
CR,5/8/91,19,20.3,16.9
CR,5/22/91,0,0.5,0.6
CR,5/22/91,0,0.6,0.7
CR,5/22/91,3,3.2,1.5
CR,5/22/91,5,1.1,0.7
CR,5/22/91,8,2.3,1.3
CR,5/22/91,10,0.3,2.4
CR,5/22/91,12,1.7,5.3
CR,5/22/91,15,9.8,1
CR,5/22/91,19,13.9,10.4
CR,6/6/91,0,0.7,0.1
CR,6/6/91,3,0.7,0.3
CR,6/6/91,3,1.1,-0.2
CR,6/6/91,5,0.9,-0.1
CR,6/6/91,8,0.8,0.2
CR,6/6/91,10,1.5,-0.3
CR,6/6/91,12,3.6,1.6
CR,6/6/91,15,4.2,4.2
CR,6/6/91,19,5.4,3.9
CR,6/20/91,0,1.1,0.1
CR,6/20/91,3,1,0.1
CR,6/20/91,5,1.2,-0.2
CR,6/20/91,8,0.7,0.3
CR,6/20/91,8,1.1,-0.1
CR,6/20/91,10,1.2,0.1
CR,6/20/91,12,2.1,1.6
CR,6/20/91,15,5,1
CR,6/20/91,19,7.1,7.4
