lakeid,sampledate,depth,chlor,phaeo
CB,10/20/93,0,2.2,-0.1
CB,10/20/93,1,6.8,1.8
CB,10/20/93,2,5.9,1.2
CB,10/20/93,2,6.7,1
CB,11/2/93,0,8.4,-2.4
CB,11/2/93,0,6.5,-0.8
CB,11/2/93,1,6.4,-0.8
CB,11/2/93,2,6.9,0
CB,1/17/94,0,36,-11.6
CB,1/17/94,0,34,-11.3
CB,1/17/94,1,15,-0.9
CB,1/17/94,2,12.3,0.5
CB,2/23/94,0,4.8,-1.2
CB,2/23/94,0,6.1,-1.7
CB,2/23/94,1,14.2,-3.9
CB,2/23/94,2,65.1,-31.9
CB,3/30/94,0,13.2,-5.8
CB,3/30/94,0,12.3,-5.2
CB,3/30/94,1,62.7,-32.6
CB,3/30/94,2,95.4,-55.4
CB,5/2/94,0,8.1,-3.2
CB,5/2/94,0,8.6,-3.3
CB,5/2/94,1,11.9,-3.6
CB,5/2/94,2,11,-3.5
CB,5/19/94,0,3.9,-1
CB,5/19/94,0,3.8,-0.7
CB,5/19/94,1,9.3,-2
CB,5/19/94,2,24.1,-7.6
CB,6/6/94,0,3.2,-0.6
CB,6/6/94,0,-0.4,0.6
CB,6/6/94,1,8.4,-2.1
CB,6/6/94,2,17.5,-3.5
CB,6/14/94,0,4.6,2.6
CB,6/14/94,0,31.7,-7
CB,6/14/94,1,13.1,-4.9
CB,6/14/94,2,36.1,-4
CB,6/29/94,0,23.5,-8.6
CB,6/29/94,0,14.9,-6.8
CB,6/29/94,1,20.7,-8.1
CB,6/29/94,2,17.8,-7
CB,7/11/94,0,51.2,-51.1
CB,7/11/94,0,32.5,-22.9
CB,7/11/94,1,8.4,8.1
CB,7/11/94,2,47.3,31.4
CB,7/26/94,0,7.3,2.2
CB,7/26/94,0,5.6,2.5
CB,7/26/94,1,12.1,0
CB,7/26/94,2,73.3,22.7
CB,8/11/94,0,63.5,-33.1
CB,8/11/94,1,38.6,-19.4
CB,8/11/94,1,26,-8.4
CB,8/11/94,2,26,-12.3
CB,8/22/94,0,27.4,-10
CB,8/22/94,0,17.6,-5.7
CB,8/22/94,1,28.2,-11
CB,8/22/94,2,18,-2.5
CB,9/8/94,0,4.3,-2.1
CB,9/8/94,0,5.8,-3.2
CB,9/8/94,1,12.3,-6.3
CB,9/8/94,2,11.8,-6.1
CB,9/20/94,0,5.3,-1.9
CB,9/20/94,0,8.6,-4.2
CB,9/20/94,1,18.7,-6.5
CB,9/20/94,2,55.3,-20.4
CB,10/4/94,0,31.5,-11.2
CB,10/4/94,1,41,-13.9
CB,10/4/94,2,27.1,-8.4
CB,10/20/94,0,22.2,-6.4
CB,10/20/94,1,21.4,-6.3
CB,10/20/94,2,39.8,-9.6
CB,10/20/94,2,49.8,-12.3
CB,11/2/94,0,19.6,-4.7
CB,11/2/94,1,25.9,-7.6
CB,11/2/94,1,0.2,-0.1
CB,11/2/94,2,22.3,-5.2
CB,11/15/94,0,19.7,-5.9
CB,11/15/94,1,26.8,-6
CB,11/15/94,2,35.2,-0.4
CB,11/15/94,2,28.6,-8.7
CB,1/12/95,0,40.2,-3.3
CB,1/12/95,1,105.8,-25.9
CB,1/12/95,2,104.3,-19.9
CB,1/12/95,2,84.4,-10.8
CB,2/15/95,0,50.4,-16
CB,2/15/95,0,48.6,-17
CB,2/15/95,1,13.2,-0.4
CB,2/15/95,2,19,-2.2
CB,3/20/95,0,13.3,-4.7
CB,3/20/95,1,8.4,-0.5
CB,3/20/95,2,21,-5.2
CB,3/20/95,2,19.5,-3
CB,5/17/95,0,8.2,-3.2
CB,5/17/95,1,6.5,-2.3
CB,5/17/95,1,11.1,-3
CB,5/17/95,2,16.8,-3.2
CB,6/2/95,0,6.4,-3
CB,6/2/95,0,6.5,-2.8
CB,6/2/95,1,7.6,-2.5
CB,6/2/95,2,18,-4.8
CB,6/12/95,0,8.2,-2.5
CB,6/12/95,1,8.6,-2.7
CB,6/12/95,1,8.7,-3
CB,6/12/95,2,13.1,10.8
CB,6/27/95,0,9.1,2.7
CB,6/27/95,0,9.3,3.4
CB,6/27/95,1,20,4.6
CB,6/27/95,2,15.9,1.6
CB,7/12/95,0,4.4,5.9
CB,7/12/95,1,6,10.9
CB,7/12/95,1,5.8,11.8
CB,7/12/95,2,7.9,13.5
CB,7/24/95,0,11.2,-3.2
CB,7/24/95,0,6.9,2.2
CB,7/24/95,1,17.3,-5.4
CB,7/24/95,2,43.7,20.2
CB,8/7/95,0,7.1,3.8
CB,8/7/95,0,9.2,-0.9
CB,8/7/95,1,10.2,-0.3
CB,8/7/95,2,41.4,36.7
CB,8/22/95,0,4.6,2.9
CB,8/22/95,0,4.5,2.5
CB,8/22/95,1,16,-2.9
CB,8/22/95,2,18.8,5.8
CB,9/5/95,0,6.2,3.7
CB,9/5/95,0,5.2,3.4
CB,9/5/95,1,17.9,3.5
CB,9/5/95,2,33.2,22.6
CB,9/21/95,0,8.9,3.8
CB,9/21/95,0,8.7,4.2
CB,9/21/95,1,12.4,2.3
CB,9/21/95,2,4.7,3.2
CB,10/4/95,0,5.7,4.6
CB,10/4/95,1,25,12.6
CB,10/4/95,2,34.5,25.1
CB,10/4/95,2,15.3,7.9
CB,10/17/95,0,17.5,-1.5
CB,10/17/95,1,6.6,11.5
CB,10/17/95,1,5.8,9.7
CB,10/17/95,2,42,-28.2
CB,10/31/95,0,7.7,4.6
CB,10/31/95,0,7,5.8
CB,10/31/95,1,7.5,6.8
CB,10/31/95,2,5.9,6.6
CB,11/8/95,0,-0.2,1.3
CB,11/8/95,0,-0.7,1.3
CB,11/8/95,1,14.8,-8.4
CB,11/8/95,2,-0.6,1.3
CB,1/17/96,0,1.4,0.7
CB,1/17/96,0,0.9,1.8
CB,1/17/96,2,1.8,6.4
CB,2/20/96,0,0.7,1.2
CB,2/20/96,1,2.8,3.9
CB,2/20/96,2,3.4,6.7
CB,2/20/96,2,2.6,7.6
CB,4/8/96,0,7.5,0.1
CB,4/8/96,0,7.6,0.2
CB,4/8/96,1,10.3,1.8
CB,4/8/96,2,8.8,5.6
CB,5/8/96,0,11.4,-5.6
CB,5/8/96,0,10.6,-4.3
CB,5/8/96,1,13.5,-6.9
CB,5/8/96,2,17.9,0.7
CB,5/29/96,0,8.3,3.2
CB,5/29/96,1,9.6,4.3
CB,5/29/96,1,7.4,6.9
CB,5/29/96,2,32.6,15.9
CB,6/13/96,0,6.1,4.4
CB,6/13/96,0,5.3,4.5
CB,6/13/96,1,15.6,12.4
CB,6/13/96,2,25.5,23.3
CB,6/25/96,0,40.3,-18.5
CB,6/25/96,1,45.3,-19.2
CB,6/25/96,2,100.5,-38.8
CB,6/25/96,2,106.5,-40.8
CB,7/8/96,0,13.3,-4.6
CB,7/8/96,1,18.3,-4.9
CB,7/8/96,2,178,-77.3
CB,7/8/96,2,216.8,-81.3
CB,7/22/96,0,3.4,1.6
CB,7/22/96,1,12.4,0
CB,7/22/96,1,15.3,-0.9
CB,7/22/96,2,39.2,2
CB,8/7/96,0,4,2.6
CB,8/7/96,0,4,2.7
CB,8/7/96,1,9.6,6.1
CB,8/7/96,2,295.8,90.9
CB,8/22/96,0,6.9,-1.7
CB,8/22/96,0,3.4,4.9
CB,8/22/96,1,9.9,0.7
CB,8/22/96,2,170.7,-7.8
CB,9/5/96,0,4,-1
CB,9/5/96,1,14.6,10.7
CB,9/5/96,2,23.8,62
CB,9/18/96,0,5.4,1.8
CB,9/18/96,0,6.7,-0.6
CB,9/18/96,1,17.4,5.7
CB,9/18/96,2,4.3,8.1
CB,10/1/96,0,6.5,-0.2
CB,10/1/96,1,13.5,1.3
CB,10/1/96,2,6,34.5
CB,10/1/96,2,7.2,2.5
CB,10/14/96,0,4.8,13.1
CB,10/14/96,1,5.7,13.4
CB,10/14/96,1,3.9,13.5
CB,10/14/96,2,3.6,9.6
CB,11/5/96,0,8.7,0.3
CB,11/5/96,0,5.1,7
CB,11/5/96,1,5,10.5
CB,11/5/96,2,1.3,13.6
CB,1/13/97,0,111.4,15.4
CB,1/13/97,1,14.4,-2.1
CB,1/13/97,2,9.5,7
CB,2/17/97,0,3.4,2.5
CB,2/17/97,1,14.3,2.1
CB,2/17/97,2,17.8,0.5
CB,4/10/97,0,3.2,1.8
CB,4/10/97,1,8,3.5
CB,4/10/97,2,56.2,-9.3
CB,5/7/97,0,6.1,0.7
CB,5/7/97,1,18.3,-7.3
CB,5/7/97,2,47.9,16.5
CB,5/19/97,0,12.7,-0.4
CB,5/19/97,1,10.6,6.5
CB,5/19/97,2,42.4,44.6
CB,6/2/97,0,5.9,0.9
CB,6/2/97,1,11.8,5.2
CB,6/2/97,2,19.3,42.7
CB,6/19/97,0,11.5,6.3
CB,6/19/97,1,13.8,5.8
CB,6/19/97,2,31.1,0
CB,6/30/97,0,18,-6.4
CB,6/30/97,1,21.2,-4.6
CB,6/30/97,2,85.7,-31.7
CB,7/14/97,0,2.2,6
CB,7/14/97,1,8.2,27.3
CB,7/14/97,2,18.7,61.8
CB,7/29/97,0,7.2,5.6
CB,7/29/97,1,6.2,18.7
CB,7/29/97,2,42.1,147.9
CB,8/11/97,0,-17.6,37
CB,8/11/97,1,-10.7,44.5
CB,8/11/97,2,-142.8,361.7
CB,8/26/97,0,4.8,24.3
CB,8/26/97,1,2.4,14.2
CB,8/26/97,2,1.6,12.4
CB,9/11/97,0,11.2,28.9
CB,9/11/97,1,11.9,12.1
CB,9/11/97,2,4.8,21
CB,9/22/97,0,5.5,14.1
CB,9/22/97,1,1.5,24.5
CB,9/22/97,2,5.4,18.3
CB,10/6/97,0,5.1,20.1
CB,10/6/97,2,4.7,20.4
CB,10/21/97,0,8.2,37.1
CB,10/21/97,1,11.1,32.5
CB,10/21/97,2,10.2,36.9
CB,11/6/97,0,9.4,54.9
CB,11/6/97,1,10.8,52.3
CB,11/6/97,2,11.5,48.2
CB,1/20/98,0,53.3,11.3
CB,1/20/98,1,24.6,7.7
CB,1/20/98,2,14.3,16.4
CB,2/19/98,0,18.1,6.8
CB,2/19/98,1,23.2,9
CB,2/19/98,2,11.9,3.2
CB,3/17/98,0,3.4,4
CB,3/17/98,1,22,6.8
CB,3/17/98,2,62.6,22.6
CB,5/5/98,0,9,-0.7
CB,5/5/98,1,14,14.6
CB,5/5/98,2,87.2,-4.3
CB,5/19/98,0,3.4,0.9
CB,5/19/98,1,7.8,3.9
CB,5/19/98,2,39,32.6
CB,6/3/98,0,6.1,2.7
CB,6/3/98,1,23.9,8
CB,6/3/98,2,56.5,15
CB,6/16/98,0,12.1,1.1
CB,6/16/98,1,32.2,2.3
CB,6/16/98,2,140.7,4.7
CB,6/30/98,0,3.9,1.2
CB,6/30/98,1,53.8,0.3
CB,6/30/98,2,152.7,-6.9
CB,7/15/98,0,36.1,-0.3
CB,7/15/98,1,79.3,8.5
CB,7/15/98,2,60.7,17.7
CB,7/28/98,0,12,4.8
CB,7/28/98,1,13.2,4.3
CB,7/28/98,2,100.3,23.9
CB,8/10/98,0,8.7,2
CB,8/10/98,1,23.5,-0.8
CB,8/10/98,2,94,26.5
CB,8/24/98,0,1.9,1.2
CB,8/24/98,1,11.3,1.5
CB,8/24/98,2,140.3,-10.1
CB,9/8/98,0,10.8,2.3
CB,9/8/98,1,8.5,4
CB,9/8/98,2,21.3,-1.3
CB,9/21/98,0,32.7,1.7
CB,9/21/98,1,34.5,4.9
CB,9/21/98,2,30.1,6
CB,10/7/98,0,-32.4,50.9
CB,10/7/98,1,10.9,8.3
CB,10/7/98,2,17.4,3.8
CB,10/21/98,0,9.2,4.8
CB,10/21/98,1,9.2,5.3
CB,10/21/98,2,8.5,3.9
CB,11/2/98,0,13.7,4.6
CB,11/2/98,1,17.1,5.4
CB,11/2/98,2,12.2,6.7
CB,1/19/99,0,34,7.2
CB,1/19/99,0,66.4,7.2
CB,1/19/99,1,8.1,7.7
CB,1/19/99,2,3.6,8.6
CB,2/25/99,0,3.6,3.4
CB,2/25/99,0,4,3.3
CB,2/25/99,1,8.5,5.1
CB,2/25/99,2,6.4,10
CB,3/29/99,0,10.1,4.1
CB,3/29/99,1,19.5,8.1
CB,3/29/99,2,36.2,9.6
CB,3/29/99,2,36.9,7.7
CB,5/4/99,0,4.8,2.4
CB,5/4/99,0,3.6,3.5
CB,5/4/99,1,11.6,6.5
CB,5/4/99,2,22.4,13.5
CB,5/19/99,0,3.4,1.6
CB,5/19/99,1,8.4,2.6
CB,5/19/99,2,50.2,-23.6
CB,5/19/99,2,25.6,11.2
CB,6/2/99,0,2.6,2.2
CB,6/2/99,1,6.9,3.4
CB,6/2/99,2,41.3,27.9
CB,6/2/99,2,43.6,26.7
CB,6/14/99,0,11.4,2.4
CB,6/14/99,1,14.6,3.7
CB,6/14/99,2,37.2,5.5
CB,6/14/99,2,37.9,5.7
CB,6/30/99,0,16,3.2
CB,6/30/99,0,15.4,3
CB,6/30/99,1,5.7,22.7
CB,6/30/99,2,43.4,28.9
CB,7/13/99,0,10.4,3.7
CB,7/13/99,1,2.2,5.2
CB,7/13/99,1,-15.4,36.8
CB,7/13/99,2,30.3,23.9
CB,7/26/99,0,4.2,2.8
CB,7/26/99,1,7.6,6.6
CB,7/26/99,2,39.9,28.1
CB,7/26/99,2,42.1,25.9
CB,8/9/99,0,14.6,14.7
CB,8/9/99,1,11.6,10.3
CB,8/9/99,1,11,13.5
CB,8/9/99,2,161.1,43.6
CB,8/25/99,0,2.2,1.5
CB,8/25/99,0,3,1.7
CB,8/25/99,1,25.9,3.1
CB,8/25/99,2,74,15.5
CB,9/9/99,0,35.9,12.8
CB,9/9/99,0,35.8,15.8
CB,9/9/99,1,62.6,15.7
CB,9/9/99,2,73,37.1
CB,9/21/99,0,25.5,22.6
CB,9/21/99,0,24.5,18.6
CB,9/21/99,1,11.8,43.4
CB,9/21/99,2,22.6,14.2
CB,10/5/99,0,1.6,4.2
CB,10/5/99,0,1.8,4.4
CB,10/5/99,1,2.9,5.3
CB,10/5/99,2,1.7,5.9
CB,10/20/99,0,2.6,6.8
CB,10/20/99,0,3.5,4.9
CB,10/20/99,1,3.4,7.7
CB,10/20/99,2,2.7,6.8
CB,11/3/99,0,4.9,10
CB,11/3/99,1,3.9,10.7
CB,11/3/99,2,5.5,7.1
CB,11/3/99,2,1.9,9.2
CB,1/28/00,0,1.6,6.5
CB,1/28/00,0,1.8,6.3
CB,1/28/00,1,0.5,5.6
CB,1/28/00,2,1.1,7.2
CB,2/23/00,0,0.8,4.3
CB,2/23/00,0,3.1,0.6
CB,2/23/00,1,0,4.2
CB,2/23/00,2,5.5,8.4
CB,3/29/00,0,3.5,6.3
CB,3/29/00,1,3.5,6.7
CB,3/29/00,2,3.6,7
CB,3/29/00,2,3.3,6.7
CB,4/17/00,0,4.5,3.7
CB,4/17/00,0,4.6,3.6
CB,4/17/00,1,3.3,4.7
CB,4/17/00,2,2.1,5.4
CB,5/1/00,0,4.1,2.3
CB,5/1/00,1,5.9,3
CB,5/1/00,2,5.1,8.9
CB,5/1/00,2,5.3,6.1
CB,5/17/00,0,6.3,0.2
CB,5/17/00,1,15.4,6.3
CB,5/17/00,2,137,6
CB,5/17/00,2,129.5,4
CB,5/31/00,0,2.6,0.1
CB,5/31/00,1,2.9,3.1
CB,5/31/00,2,9.8,13.1
CB,5/31/00,2,14.6,7.2
CB,6/14/00,0,5.9,2
CB,6/14/00,0,5.1,1.9
CB,6/14/00,1,9.8,3.7
CB,6/14/00,2,5.2,6.8
CB,6/28/00,0,3.7,1.6
CB,6/28/00,1,6.3,1.5
CB,6/28/00,2,10.9,3.6
CB,6/28/00,2,10.2,2.8
CB,7/10/00,0,6.8,1.4
CB,7/10/00,1,20.3,-0.4
CB,7/10/00,2,29.1,6
CB,7/10/00,2,37.8,6.2
CB,7/27/00,0,5.6,2.1
CB,7/27/00,0,5.5,1.7
CB,7/27/00,1,18.6,6.5
CB,7/27/00,2,43.3,6.8
CB,8/8/00,0,3.5,4.9
CB,8/8/00,1,9.9,4.3
CB,8/8/00,2,148.9,19.5
CB,8/8/00,2,223.8,1.4
CB,8/22/00,0,3.5,5.1
CB,8/22/00,1,37.6,-3.5
CB,8/22/00,2,11.9,30.6
CB,8/22/00,2,16.7,27.2
CB,9/6/00,0,10.2,1.9
CB,9/6/00,1,14.4,24.6
CB,9/6/00,2,9,7.1
CB,9/6/00,2,8.9,8
CB,9/18/00,0,26.1,6.3
CB,9/18/00,1,24.7,11.8
CB,9/18/00,2,1.6,2
CB,10/2/00,0,21.3,6.8
CB,10/2/00,1,22.4,9.5
CB,10/2/00,1,30.8,-0.4
CB,10/2/00,2,17.5,1.5
CB,10/18/00,0,3.8,6.2
CB,10/18/00,0,4.8,3.7
CB,10/18/00,1,14.2,10.3
CB,10/18/00,2,5.7,9.4
CB,10/31/00,0,16.3,9.9
CB,10/31/00,1,21.9,10.3
CB,10/31/00,2,12,10.2
CB,10/31/00,2,10.6,11.4
CB,11/13/00,0,7.8,13.9
CB,11/13/00,1,13.9,4.5
CB,11/13/00,2,9.8,12
CB,11/13/00,2,9.1,13.1
CB,1/16/01,0,9.9,0
CB,1/16/01,1,5.5,5.5
CB,1/16/01,2,5.1,7
CB,1/16/01,2,7.8,2.7
CB,3/1/01,0,5.1,2.4
CB,3/1/01,1,6.7,2.6
CB,3/1/01,2,5.1,10.1
CB,3/1/01,2,6.1,8.1
CB,4/2/01,0,14.2,-4.1
CB,4/2/01,1,12.1,5
CB,4/2/01,2,25.9,4.7
CB,4/2/01,2,30.3,1.3
CB,5/3/01,0,12.4,1
CB,5/3/01,1,21.9,3.4
CB,5/3/01,2,13.9,2.1
CB,5/3/01,2,12.6,6.8
CB,5/15/01,0,7.6,2.9
CB,5/15/01,0,13.5,-3.6
CB,5/15/01,1,12,10.8
CB,5/15/01,2,29.9,17.7
CB,6/4/01,0,15.3,-3.3
CB,6/4/01,1,14.5,1.8
CB,6/4/01,2,67.6,0.7
CB,6/4/01,2,47.8,5.6
CB,6/13/01,0,9.6,2.1
CB,6/13/01,0,10.7,1.7
CB,6/13/01,1,6.3,2
CB,6/13/01,2,40.3,10.8
CB,6/26/01,0,6.4,1.7
CB,6/26/01,1,10.1,7.1
CB,6/26/01,2,11.5,13.2
CB,6/26/01,2,16.9,11.5
CB,7/11/01,0,18.1,-3
CB,7/11/01,1,10.6,2.4
CB,7/11/01,2,22,9.4
CB,7/11/01,2,24.3,-1.9
CB,7/24/01,0,4.4,3
CB,7/24/01,0,4.7,2
CB,7/24/01,1,8.1,3.1
CB,7/24/01,2,84.6,10.9
CB,8/8/01,0,2.9,1
CB,8/8/01,1,24.6,8.9
CB,8/8/01,1,22.3,5.4
CB,8/8/01,2,8.3,5
CB,8/22/01,0,14.7,1.7
CB,8/22/01,0,15.5,3.4
CB,8/22/01,1,6.5,0.9
CB,8/22/01,2,956,-205.8
CB,9/5/01,0,20.2,14.4
CB,9/5/01,0,31.4,-4.8
CB,9/5/01,1,15.1,9.1
CB,9/5/01,2,401,37.3
CB,9/19/01,0,48.6,12
CB,9/19/01,0,46.2,9.3
CB,9/19/01,1,7.9,7.6
CB,9/19/01,2,3.6,3.4
CB,10/2/01,0,1.2,3.3
CB,10/2/01,0,1.6,3
CB,10/2/01,1,12,9.5
CB,10/2/01,2,0.2,2.5
CB,10/17/01,0,3.7,4.1
CB,10/17/01,0,1.9,3.8
CB,10/17/01,1,3.2,3.1
CB,10/17/01,2,1.3,3.6
CB,10/30/01,0,2.6,1.5
CB,10/30/01,1,4.6,3.3
CB,10/30/01,1,3.8,6.6
CB,10/30/01,2,2.4,2.7
CB,11/12/01,0,5.9,3.5
CB,11/12/01,1,3.7,2.9
CB,11/12/01,2,2.3,4.3
CB,11/12/01,2,2.7,4.5
CB,1/22/02,0,0.3,1
CB,1/22/02,0,0.3,1.2
CB,1/22/02,1,0.1,0.8
CB,1/22/02,2,0.3,1.2
CB,2/22/02,0,0.5,0.8
CB,2/22/02,1,0.1,1
CB,2/22/02,2,0.7,0.8
CB,2/22/02,2,0.2,1
CB,4/2/02,0,2.9,1.9
CB,4/2/02,0,2.8,2.4
CB,4/2/02,1,0.1,2.4
CB,4/2/02,2,12,3.7
CB,4/25/02,0,4.3,5.6
CB,4/25/02,0,4.1,6.5
CB,4/25/02,1,7,3.6
CB,4/25/02,2,3.6,7
CB,5/8/02,0,5.7,6.7
CB,5/8/02,1,3.2,11
CB,5/8/02,1,-2.2,17
CB,5/8/02,2,-6.1,21.4
CB,5/21/02,0,-0.4,6.4
CB,5/21/02,1,-0.5,15.5
CB,5/21/02,2,1.1,24.7
CB,5/21/02,2,0.5,20.4
CB,6/4/02,0,10.7,3.3
CB,6/4/02,1,8.6,4
CB,6/4/02,2,42.7,9.6
CB,6/4/02,2,54.9,6.1
CB,6/18/02,0,3.8,0.5
CB,6/18/02,0,3.7,1.5
CB,6/18/02,1,8.7,1.4
CB,6/18/02,2,19.2,10.8
CB,7/1/02,0,5.1,-1.3
CB,7/1/02,1,19.6,2
CB,7/1/02,1,20.6,-0.5
CB,7/1/02,2,10.2,4.8
CB,7/17/02,0,3.8,1.9
CB,7/17/02,0,3.5,2.4
CB,7/17/02,1,7,4.7
CB,7/17/02,2,194.6,-10.7
CB,7/29/02,0,5,0.4
CB,7/29/02,1,8.6,11.6
CB,7/29/02,1,7.4,7.8
CB,7/29/02,2,27.3,21.4
CB,8/13/02,0,9.5,-3.8
CB,8/13/02,1,23.2,-8.9
CB,8/13/02,2,168.8,-90.4
CB,8/13/02,2,199.8,-48.3
CB,8/27/02,0,11.4,0.1
CB,8/27/02,0,12.5,-1.6
CB,8/27/02,1,14.6,-0.6
CB,8/27/02,2,50.2,7.7
CB,9/10/02,0,19.7,0.6
CB,9/10/02,1,41.5,-8.3
CB,9/10/02,2,40.2,-6.2
CB,9/10/02,2,54.2,-5.3
CB,9/23/02,0,39,7.1
CB,9/23/02,1,42.9,5.8
CB,9/23/02,1,43.3,6.3
CB,9/23/02,2,42.7,2.3
CB,10/8/02,0,41.4,6.4
CB,10/8/02,0,43,0.9
CB,10/8/02,1,26.1,6.5
CB,10/8/02,2,31.1,3.9
CB,10/22/02,0,23.5,5.2
CB,10/22/02,0,30.1,4.2
CB,10/22/02,1,24.2,4.2
CB,10/22/02,2,22.5,4
CB,10/28/02,0,15.5,4.6
CB,10/28/02,0,15.1,3.5
CB,10/28/02,1,14.5,3.8
CB,10/28/02,2,12.9,3.5
CB,2/3/03,0,100.6,-3
CB,2/3/03,1,5.3,5.2
CB,2/3/03,2,5.5,5.5
CB,2/3/03,2,5.1,6.3
CB,2/20/03,0,104.5,10.7
CB,2/20/03,1,11.2,12.6
CB,2/20/03,2,2.4,7.7
CB,2/20/03,2,5.2,5.1
CB,4/1/03,0,2.8,8.5
CB,4/1/03,0,-25.6,59
CB,4/1/03,1,8.6,10
CB,4/1/03,2,13.8,5.5
CB,5/1/03,0,4.2,3.4
CB,5/1/03,0,4.1,4.6
CB,5/1/03,1,20.1,-1.5
CB,5/1/03,2,18.2,-2.7
CB,5/12/03,0,24.8,-9.8
CB,5/12/03,1,17.2,3.5
CB,5/12/03,1,17.4,3.9
CB,5/12/03,2,27.1,16.9
CB,5/27/03,0,2.2,1.9
CB,5/27/03,0,1.4,2.4
CB,5/27/03,1,7,7
CB,5/27/03,2,37.1,17.2
CB,6/10/03,0,-7,18.9
CB,6/10/03,0,-12.1,28.2
CB,6/10/03,1,-32.5,79.7
CB,6/10/03,2,-18.1,48.3
CB,6/25/03,0,13.8,-1
CB,6/25/03,0,16.8,-4.4
CB,6/25/03,1,17.7,0.5
CB,6/25/03,2,63.3,-7.2
CB,7/8/03,0,10.8,1
CB,7/8/03,0,14.5,1.9
CB,7/8/03,1,31.6,10.3
CB,7/8/03,2,249.6,22
CB,7/22/03,0,3.5,2.6
CB,7/22/03,0,3.7,2.5
CB,7/22/03,1,7,4.4
CB,7/22/03,2,81.5,18.6
CB,8/4/03,0,11.1,1.4
CB,8/4/03,0,11.1,-0.9
CB,8/4/03,1,105.5,14.7
CB,8/4/03,1.5,234.4,98.4
CB,8/18/03,0,3.1,0.2
CB,8/18/03,0,2,-0.5
CB,8/18/03,1,5.2,-1.3
CB,8/18/03,2,414.5,-95
CB,9/3/03,0,13.8,5
CB,9/3/03,1,15,2
CB,9/3/03,1,15.6,0.9
CB,9/3/03,2,72.8,33
CB,9/18/03,0,7.2,2.2
CB,9/18/03,0,9,3.1
CB,9/18/03,1,7.6,2.5
CB,9/18/03,2,31.4,2.3
CB,9/29/03,0,11.9,1.7
CB,9/29/03,1,12.7,5.6
CB,9/29/03,2,6.9,2.8
CB,10/15/03,0,6.2,3.3
CB,10/15/03,1,10.8,-0.3
CB,10/15/03,2,12.7,1.3
CB,10/15/03,2,9.4,4
CB,10/28/03,0,8.9,5.7
CB,10/28/03,1,5.7,4.8
CB,10/28/03,2,4.7,6.2
CB,10/28/03,2,5.8,6.6
CB,11/6/03,0,11.2,5
CB,11/6/03,0,11.7,4.6
CB,11/6/03,1,11.1,4.1
CB,11/6/03,2,9.1,5.6
CB,1/21/04,0,25.7,12.8
CB,1/21/04,0,20.8,7.2
CB,1/21/04,1,14,11.4
CB,1/21/04,2,5.2,9.9
CB,2/27/04,0,8.2,2.7
CB,2/27/04,0,6.1,4.3
CB,2/27/04,1,4.5,4.5
CB,2/27/04,2,17.5,5.5
CB,4/6/04,0,2.1,1.8
CB,4/6/04,0,1.4,1.3
CB,4/6/04,1,13.2,11
CB,4/6/04,2,12.1,11.5
CB,4/28/04,0,6.4,2.1
CB,4/28/04,1,13.5,-1.4
CB,4/28/04,2,13,-2.1
CB,4/28/04,2,9.5,2.2
CB,5/11/04,0,3.7,4.8
CB,5/11/04,0,3.6,5
CB,5/11/04,1,6.8,9.1
CB,5/11/04,2,4.2,17.9
CB,5/27/04,0,4.6,7.5
CB,5/27/04,1,6.2,9.2
CB,5/27/04,2,6.6,22.1
CB,5/27/04,2,12.5,16.8
CB,6/9/04,0,-0.5,16
CB,6/9/04,1,20.5,2.5
CB,6/9/04,2,19.4,16.9
CB,6/9/04,2,17.5,16.2
CB,6/23/04,0,7.1,2.7
CB,6/23/04,1,9.4,1.2
CB,6/23/04,2,70.3,26.8
CB,6/23/04,2,73.4,17.8
CB,7/8/04,0,7.5,4.6
CB,7/8/04,1,11.8,0.8
CB,7/8/04,2,10.6,16.9
CB,7/8/04,2,11.3,14.5
CB,7/20/04,0,5,1.2
CB,7/20/04,0,4.2,0.6
CB,7/20/04,1,2.9,5
CB,7/20/04,2,25,8.5
CB,8/4/04,0,3.1,3.1
CB,8/4/04,1,4.8,2.2
CB,8/4/04,1,4.9,3.2
CB,8/4/04,2,44.4,16.4
CB,8/18/04,0,5,5.1
CB,8/18/04,0,4,2.8
CB,8/18/04,1,7.3,1.9
CB,8/18/04,2,10.1,0.6
CB,8/31/04,0,21.5,4.9
CB,8/31/04,1,12.4,3.9
CB,8/31/04,2,20,2.8
CB,9/14/04,0,7.1,4.1
CB,9/14/04,0,9.2,2.7
CB,9/14/04,1,7.3,4.9
CB,9/14/04,2,13.5,10.6
CB,9/29/04,0,12.4,0.8
CB,9/29/04,0,10.5,0.8
CB,9/29/04,1,17.4,4
CB,9/29/04,2,10.9,6.8
CB,10/13/04,0,7.9,0.5
CB,10/13/04,0,15.5,5.3
CB,10/13/04,1,19.9,-1.9
CB,10/13/04,2,14.8,5.9
CB,10/26/04,0,38.3,11
CB,10/26/04,1,37.1,10.4
CB,10/26/04,1,40.2,4.9
CB,10/26/04,2,25.5,8.7
CB,11/8/04,0,45.1,8.9
CB,11/8/04,1,47.6,12.8
CB,11/8/04,2,54.3,5.1
CB,11/8/04,2,52.5,10.7
CB,1/12/05,0,242.3,55.4
CB,1/12/05,1,51.2,20.1
