lakeid,sampledate,depth,o2,deck,light,frlight
CB,11/8/90,0.75,,309,32.74,0.106
CB,11/8/90,1,8.8,313,20.44,0.065
CB,11/8/90,1.25,,313,13.57,0.043
CB,11/8/90,1.5,,305,8.82,0.029
CB,11/8/90,1.75,,298,5.93,0.02
CB,11/8/90,2,8.7,293,3.79,0.013
CB,11/8/90,2,,,,
CB,1/15/91,0,14,338,1.63,0.005
CB,1/15/91,0,,,,
CB,1/15/91,0.25,,332,1.49,0.004
CB,1/15/91,0.5,,323,0.54,0.002
CB,1/15/91,0.75,,315,0.47,0.001
CB,1/15/91,1,1.6,,,
CB,1/15/91,2,0.7,,,
CB,2/18/91,0,9.3,92,0.86,0.009
CB,2/18/91,0,,,,
CB,2/18/91,0.5,,94,0.7,0.007
CB,2/18/91,0.75,,93,0.22,0.002
CB,2/18/91,1,0.7,,,
CB,2/18/91,2,0.6,,,
CB,3/22/91,0,6.3,243,45.82,0.189
CB,3/22/91,0.5,,240,35.27,0.147
CB,3/22/91,0.75,,245,15.04,0.061
CB,3/22/91,1,1.9,249,8.08,0.032
CB,3/22/91,1.25,,248,4.5,0.018
CB,3/22/91,1.5,,240,2.71,0.011
CB,3/22/91,1.75,,220,1.75,0.008
CB,3/22/91,2,0.2,197,1.04,0.005
CB,3/22/91,2,,,,
CB,5/9/91,0,8.8,781,543.5,0.696
CB,5/9/91,0,,,,
CB,5/9/91,0.25,,702,334.4,0.476
CB,5/9/91,0.5,,645,176.2,0.273
CB,5/9/91,0.75,,684,111,0.162
CB,5/9/91,1,8.5,860,83.1,0.097
CB,5/9/91,1.25,,1053,72.3,0.069
CB,5/9/91,1.5,,1322,60.3,0.046
CB,5/9/91,1.75,,858,25.55,0.03
CB,5/9/91,2,4,816,15.75,0.019
CB,5/21/91,0,8.8,1807,1569,0.868
CB,5/21/91,0.25,,1834,1051,0.573
CB,5/21/91,0.5,,1796,407.3,0.227
CB,5/21/91,0.75,,1825,367.2,0.201
CB,5/21/91,1,6.4,1901,207.9,0.109
CB,5/21/91,1.25,,1845,134.8,0.073
CB,5/21/91,1.5,,1853,88.5,0.048
CB,5/21/91,1.75,,1850,59.92,0.032
CB,5/21/91,2,6.3,1868,33.02,0.018
CB,5/21/91,2,,,,
CB,6/3/91,0,7.6,2128,1666,0.783
CB,6/3/91,0.25,,1663,1013,0.609
CB,6/3/91,0.5,,753,245.6,0.326
CB,6/3/91,0.75,,703,123.1,0.175
CB,6/3/91,1,10.9,683,65.35,0.096
CB,6/3/91,1.25,,675,41.87,0.062
CB,6/3/91,1.5,,678,23.98,0.035
CB,6/3/91,1.75,,682,14.84,0.022
CB,6/3/91,2,3.3,680,8.62,0.013
CB,6/3/91,2,,,,
CB,6/17/91,0,6.1,1304,1164,0.893
CB,6/17/91,0.25,,1287,720,0.559
CB,6/17/91,0.5,,1329,274.5,0.207
CB,6/17/91,0.75,,1317,130.1,0.099
CB,6/17/91,1,5.6,1300,89.5,0.069
CB,6/17/91,1.25,,1307,55.39,0.042
CB,6/17/91,1.5,,1302,30.82,0.024
CB,6/17/91,1.75,,1320,18.65,0.014
CB,6/17/91,2,5.4,,,
CB,6/17/91,2,,,,
CB,7/2/91,0,7.3,227,146,0.643
CB,7/2/91,0,,,,
CB,7/2/91,0.25,,220,83.4,0.379
CB,7/2/91,0.5,,213,44.35,0.208
CB,7/2/91,0.75,,206,23.73,0.115
CB,7/2/91,1,6.5,201,15.92,0.079
CB,7/2/91,1.25,,193,10.03,0.052
CB,7/2/91,1.5,,189,6.16,0.033
CB,7/2/91,1.75,,181,3.2,0.018
CB,7/2/91,2,2.1,173,1.56,0.009
CB,7/16/91,0,7.8,936,680.7,0.727
CB,7/16/91,0,,,,
CB,7/16/91,0.25,,1001,477,0.477
CB,7/16/91,0.5,,1038,285,0.275
CB,7/16/91,0.75,,1128,167.6,0.149
CB,7/16/91,1,6.8,1148,102.5,0.089
CB,7/16/91,1.25,,1145,68.5,0.06
CB,7/16/91,1.5,,1138,38.35,0.034
CB,7/16/91,1.75,,1164,23.17,0.02
CB,7/16/91,2,0.3,1130,9.69,0.009
CB,7/31/91,0,8.1,1952,1567,0.803
CB,7/31/91,0,,,,
CB,7/31/91,0.25,,1947,1066,0.548
CB,7/31/91,0.5,,1902,740,0.389
CB,7/31/91,0.75,,1963,334.6,0.17
CB,7/31/91,1,6.1,1977,171.5,0.087
CB,7/31/91,1.25,,1973,127.2,0.064
CB,7/31/91,1.5,,1966,92.9,0.047
CB,7/31/91,1.75,,1934,67.03,0.035
CB,7/31/91,2,4.6,1974,43.57,0.022
CB,8/12/91,0,8.5,1643,1398,0.851
CB,8/12/91,0.25,,1644,1075,0.654
CB,8/12/91,0.5,,1657,679.7,0.41
CB,8/12/91,0.75,,1652,433.9,0.263
CB,8/12/91,1,7,1654,245.4,0.148
CB,8/12/91,1.25,,1652,165.9,0.1
CB,8/12/91,1.5,,1647,112.4,0.068
CB,8/12/91,1.75,,1643,74.9,0.046
CB,8/12/91,2,0.4,1647,39.84,0.024
CB,8/26/91,0,7.1,832,428,0.514
CB,8/26/91,0.25,,813,374.7,0.461
CB,8/26/91,0.5,,803,52.13,0.065
CB,8/26/91,0.75,,810,25.33,0.031
CB,8/26/91,1,6.2,842,24.77,0.029
CB,8/26/91,1.25,,832,10.22,0.012
CB,8/26/91,1.5,,818,7.39,0.009
CB,8/26/91,1.75,,793,5.7,0.007
CB,8/26/91,2,0.1,778,10.37,0.013
CB,8/26/91,2,,,,
CB,9/10/91,0,7.5,359,275.5,0.767
CB,9/10/91,0.25,,352,164.4,0.467
CB,9/10/91,0.5,,347,90.3,0.26
CB,9/10/91,0.75,,341,49.84,0.146
CB,9/10/91,1,7,336,30.48,0.091
CB,9/10/91,1,,,,
CB,9/10/91,1.25,,332,14.87,0.045
CB,9/10/91,1.5,,331,9.39,0.028
CB,9/10/91,1.75,,334,6.45,0.019
CB,9/10/91,2,2.6,337,4.84,0.014
CB,9/25/91,0,7.6,188,153.5,0.816
CB,9/25/91,0.25,,193,60.61,0.314
CB,9/25/91,0.5,,187,37.53,0.201
CB,9/25/91,0.75,,171,21.23,0.124
CB,9/25/91,1,7.6,176,13.15,0.075
CB,9/25/91,1.25,,185,8.77,0.047
CB,9/25/91,1.5,,175,5.16,0.029
CB,9/25/91,1.75,,162,3.6,0.022
CB,9/25/91,2,7.5,160,2.49,0.016
CB,9/25/91,2,,,,
CB,10/8/91,0,9.5,633,539,0.852
CB,10/8/91,0,,,,
CB,10/8/91,0.25,,591,329.6,0.558
CB,10/8/91,0.5,,656,224.9,0.343
CB,10/8/91,0.75,,673,131.7,0.196
CB,10/8/91,1,9.8,672,78.3,0.117
CB,10/8/91,1.25,,727,47.42,0.065
CB,10/8/91,1.5,,758,28.99,0.038
CB,10/8/91,1.75,,709,18.86,0.027
CB,10/8/91,2,9.7,723,11.7,0.016
CB,10/29/91,0,10.1,33,18.96,0.575
CB,10/29/91,0.25,,29,11.19,0.386
CB,10/29/91,0.5,,27,6.53,0.242
CB,10/29/91,0.75,,26,4,0.154
CB,10/29/91,1,10,27,1.5,0.056
CB,10/29/91,1.25,,26,0.35,0.013
CB,10/29/91,1.5,,25,0.08,0.003
CB,10/29/91,2,9.9,,,
CB,10/29/91,2,,,,
CB,1/15/92,0,8.8,752,3.15,0.004
CB,1/15/92,0,,,,
CB,1/15/92,0.5,,753,1.94,0.003
CB,1/15/92,0.75,,754,1.58,0.002
CB,1/15/92,1,0.6,753,1.3,0.002
CB,1/15/92,1.25,,754,0.94,0.001
CB,1/15/92,1.5,,754,0.86,0.001
CB,1/15/92,1.75,,755,0.68,0.001
CB,1/15/92,2,0.1,755,0.76,0.001
CB,2/25/92,0,4.7,359,0,0
CB,2/25/92,1,0.3,,,
CB,2/25/92,2,0.1,,,
CB,2/25/92,2,,,,
CB,3/25/92,0,8.2,1632,138.2,0.085
CB,3/25/92,0.5,,1634,138.4,0.085
CB,3/25/92,0.75,,1629,63.32,0.039
CB,3/25/92,1,0.3,1617,24.07,0.015
CB,3/25/92,1.25,,1598,12.51,0.008
CB,3/25/92,1.5,,1575,5.45,0.003
CB,3/25/92,1.75,,1525,2.83,0.002
CB,3/25/92,2,0.1,1570,1.74,0.001
CB,5/4/92,0,8.1,860,695.2,0.808
CB,5/4/92,0,,,,
CB,5/4/92,0.25,,857,389.6,0.455
CB,5/4/92,0.5,,860,198.6,0.231
CB,5/4/92,0.75,,837,105.2,0.126
CB,5/4/92,1,4.3,818,72.5,0.089
CB,5/4/92,1.25,,818,36.14,0.044
CB,5/4/92,1.5,,817,19.5,0.024
CB,5/4/92,1.75,,815,7.57,0.009
CB,5/4/92,2,0.1,811,2.89,0.004
CB,5/21/92,0,8.6,1217,905,0.744
CB,5/21/92,0.25,,1289,613,0.476
CB,5/21/92,0.5,,1280,342.8,0.268
CB,5/21/92,0.75,,1247,217,0.174
CB,5/21/92,1,8,1237,144,0.116
CB,5/21/92,1.25,,1182,96.2,0.081
CB,5/21/92,1.5,,1143,54.58,0.048
CB,5/21/92,1.75,,1114,28.22,0.025
CB,5/21/92,2,0.2,1129,12.83,0.011
CB,6/4/92,0,7.4,728,627.9,0.863
CB,6/4/92,0,,,,
CB,6/4/92,0.25,,728,397,0.545
CB,6/4/92,0.5,,724,222.4,0.307
CB,6/4/92,0.75,,724,113.5,0.157
CB,6/4/92,1,6.4,721,57.88,0.08
CB,6/4/92,1.25,,719,40.94,0.057
CB,6/4/92,1.5,,745,21.31,0.029
CB,6/4/92,1.75,,770,12.08,0.016
CB,6/4/92,2,0.1,762,4.43,0.006
CB,6/16/92,0,4.7,623,506,0.812
CB,6/16/92,0.25,,631,280.5,0.445
CB,6/16/92,0.5,,634,148.1,0.234
CB,6/16/92,0.75,,628,49.12,0.078
CB,6/16/92,1,4.8,622,29.39,0.047
CB,6/16/92,1.25,,622,18.38,0.03
CB,6/16/92,1.5,,622,11.48,0.018
CB,6/16/92,1.75,,625,5.06,0.008
CB,6/16/92,2,0.2,624,2.86,0.005
CB,7/8/92,0,8.4,386,4.51,0.012
CB,7/8/92,0.25,,384,0.06,0
CB,7/8/92,0.5,,382,0.23,0.001
CB,7/8/92,0.75,,379,0.41,0.001
CB,7/8/92,1,8.3,379,0.14,0
CB,7/8/92,1.25,,380,7.4,0.019
CB,7/8/92,1.5,,379,4.9,0.013
CB,7/8/92,1.75,,378,3.32,0.009
CB,7/8/92,2,0.3,379,1.25,0.003
CB,7/8/92,2,,,,
CB,7/15/92,0,8.5,,,
CB,7/15/92,1,8.3,,,
CB,7/15/92,2,0.2,,,
CB,7/27/92,0,8,1929,1866,0.967
CB,7/27/92,0.25,,1939,1181,0.609
CB,7/27/92,0.5,,1923,652,0.339
CB,7/27/92,0.75,,1910,412.6,0.216
CB,7/27/92,1,7.4,1829,245.6,0.134
CB,7/27/92,1.25,,1768,180.7,0.102
CB,7/27/92,1.5,,1744,24.8,0.014
CB,7/27/92,1.75,,1740,16.74,0.01
CB,7/27/92,2,2,1758,41.34,0.024
CB,7/27/92,2,,,,
CB,8/13/92,0,7.6,895,797,0.891
CB,8/13/92,0.25,,1310,768,0.586
CB,8/13/92,0.5,,1923,646.8,0.336
CB,8/13/92,0.75,,2172,413.5,0.19
CB,8/13/92,1,7,2154,219.1,0.102
CB,8/13/92,1.25,,2208,206.2,0.093
CB,8/13/92,1.5,,2102,96,0.046
CB,8/13/92,1.75,,981,31.72,0.032
CB,8/13/92,2,1.7,893,17.56,0.02
CB,8/13/92,2,,,,
CB,8/26/92,0,6.9,1966,1889,0.961
CB,8/26/92,0,,,,
CB,8/26/92,0.25,,2017,1218,0.604
CB,8/26/92,0.5,,2098,870,0.415
CB,8/26/92,0.75,,1496,228.9,0.153
CB,8/26/92,1,6.5,994,106.5,0.107
CB,8/26/92,1.25,,1038,74.8,0.072
CB,8/26/92,1.5,,924,55.48,0.06
CB,8/26/92,1.75,,947,37.75,0.04
CB,8/26/92,2,0.7,898,24.34,0.027
CB,9/11/92,0,7.3,1100,711,0.646
CB,9/11/92,0.25,,1077,556.3,0.517
CB,9/11/92,0.5,,1100,280.3,0.255
CB,9/11/92,0.75,,1092,167.8,0.154
CB,9/11/92,1,7.4,1088,89.2,0.082
CB,9/11/92,1,,,,
CB,9/11/92,1.25,,1088,61.37,0.056
CB,9/11/92,1.5,,1059,39.85,0.038
CB,9/11/92,1.75,,1074,19.62,0.018
CB,9/11/92,2,7,1109,12.77,0.012
CB,9/23/92,0,8.3,836,801,0.958
CB,9/23/92,0.25,,1048,564.1,0.538
CB,9/23/92,0.5,,1118,296.8,0.265
CB,9/23/92,0.75,,1145,179.4,0.157
CB,9/23/92,1,8.8,1150,94.7,0.082
CB,9/23/92,1.25,,1133,65.11,0.057
CB,9/23/92,1.5,,1116,50.36,0.045
CB,9/23/92,1.75,,1076,32.92,0.031
CB,9/23/92,2,7.6,1128,19.79,0.018
CB,9/23/92,2,,,,
CB,10/7/92,0,9,193,121.5,0.63
CB,10/7/92,0.25,,186,73.5,0.395
CB,10/7/92,0.5,,181,40.44,0.223
CB,10/7/92,0.75,,175,21.63,0.124
CB,10/7/92,1,8.6,175,7.92,0.045
CB,10/7/92,1.25,,172,5.18,0.03
CB,10/7/92,1.5,,169,3.84,0.023
CB,10/7/92,1.75,,166,2.14,0.013
CB,10/7/92,2,8.5,161,1.68,0.01
CB,10/7/92,2,,,,
CB,10/22/92,0,8.4,571,459.9,0.805
CB,10/22/92,0,,,,
CB,10/22/92,0.25,,550,306.9,0.558
CB,10/22/92,0.5,,550,154,0.28
CB,10/22/92,0.75,,578,93.6,0.162
CB,10/22/92,1,8.3,589,48.15,0.082
CB,10/22/92,1.25,,603,29.98,0.05
CB,10/22/92,1.5,,561,19.94,0.036
CB,10/22/92,1.75,,548,11.35,0.021
CB,10/22/92,2,8.3,539,6.34,0.012
CB,11/5/92,0,9.9,220,127.8,0.581
CB,11/5/92,0.25,,221,83.1,0.376
CB,11/5/92,0.5,,220,45.47,0.207
CB,11/5/92,0.75,,219,24.26,0.111
CB,11/5/92,1,9.6,220,8.16,0.037
CB,11/5/92,1.25,,221,5.95,0.027
CB,11/5/92,1.5,,222,2.72,0.012
CB,11/5/92,1.75,,222,1.44,0.006
CB,11/5/92,2,8,222,0.52,0.002
CB,11/5/92,2,,,,
CB,1/14/93,0,9.2,,,
CB,1/14/93,1,1.5,,,
CB,1/14/93,2,0.4,,,
CB,1/14/93,2,,,,
CB,2/25/93,0,4.7,1178,0.63,0.001
CB,2/25/93,0,,,,
CB,2/25/93,0.5,,1178,0.62,0.001
CB,2/25/93,0.75,,1181,0.01,0
CB,2/25/93,1,0.2,1183,0,0
CB,2/25/93,2,0.1,,,
CB,3/23/93,0,0.1,964,3.93,0.004
CB,3/23/93,0,,,,
CB,3/23/93,0.75,,941,4.05,0.004
CB,3/23/93,1,0.1,971,4.26,0.004
CB,3/23/93,1.25,,972,1.83,0.002
CB,3/23/93,1.5,,1042,0.07,0
CB,3/23/93,1.75,,,,
CB,3/23/93,2,0.1,,,
CB,5/4/93,0,9.3,,,
CB,5/4/93,0,,,,
CB,5/4/93,1,3.3,,,
CB,5/4/93,2,0.1,,,
CB,5/19/93,0,8.6,1868,1779,0.952
CB,5/19/93,0.25,,2030,1277,0.629
CB,5/19/93,0.5,,2221,821,0.37
CB,5/19/93,0.75,,1978,466.4,0.236
CB,5/19/93,1,8.4,2047,275.9,0.135
CB,5/19/93,1,,,,
CB,5/19/93,1.25,,2182,180.8,0.083
CB,5/19/93,1.5,,1876,91.8,0.049
CB,5/19/93,1.75,,1294,47.56,0.037
CB,5/19/93,2,0.5,1027,12.84,0.013
CB,6/3/93,0,8.7,467,330.8,0.708
CB,6/3/93,0,,,,
CB,6/3/93,0.25,,477,225.1,0.472
CB,6/3/93,0.5,,490,132.2,0.27
CB,6/3/93,0.75,,511,31.75,0.062
CB,6/3/93,1,8.8,545,33.06,0.061
CB,6/3/93,1.25,,570,22.27,0.039
CB,6/3/93,1.5,,590,15.7,0.027
CB,6/3/93,1.75,,607,10.17,0.017
CB,6/3/93,2,1.2,623,4.04,0.006
CB,6/15/93,0,7.6,1775,2021,
CB,6/15/93,0.25,,1744,1247,0.715
CB,6/15/93,0.5,,1811,771,0.426
CB,6/15/93,0.75,,1811,464.1,0.256
CB,6/15/93,1,7.4,1808,218.2,0.121
CB,6/15/93,1.25,,1817,201.2,0.111
CB,6/15/93,1.5,,1805,123.3,0.068
CB,6/15/93,1.75,,1781,61.53,0.035
CB,6/15/93,2,2.7,1798,33.83,0.019
CB,6/15/93,2,,,,
CB,7/1/93,0,8,218,180.7,0.829
CB,7/1/93,0.25,,216,95.1,0.44
CB,7/1/93,0.5,,214,45.28,0.212
CB,7/1/93,0.75,,212,22.18,0.105
CB,7/1/93,1,15.1,207,15.89,0.077
CB,7/1/93,1.25,,205,8.88,0.043
CB,7/1/93,1.5,,201,4.32,0.021
CB,7/1/93,1.75,,197,2.26,0.011
CB,7/1/93,2,1.8,194,0.59,0.003
CB,7/1/93,2,,,,
CB,7/12/93,0,7.8,524,407.1,0.777
CB,7/12/93,0.25,,550,291.4,0.53
CB,7/12/93,0.5,,575,168.8,0.294
CB,7/12/93,0.75,,636,118.1,0.186
CB,7/12/93,1,7.1,1498,159.7,0.107
CB,7/12/93,1,,,,
CB,7/12/93,1.25,,2416,257.1,0.106
CB,7/12/93,1.5,,2394,147.9,0.062
CB,7/12/93,1.75,,2367,76,0.032
CB,7/12/93,2,1.3,2350,21.38,0.009
CB,7/29/93,0,7.6,1523,1245,0.817
CB,7/29/93,0.25,,1086,563.1,0.519
CB,7/29/93,0.5,,967,290.5,0.3
CB,7/29/93,0.75,,1037,99.2,0.096
CB,7/29/93,1,7.6,1152,120.2,0.104
CB,7/29/93,1.25,,1892,47.76,0.025
CB,7/29/93,1.5,,2116,23.4,0.011
CB,7/29/93,1.75,,2028,16.41,0.008
CB,7/29/93,2,0.9,1811,8.04,0.004
CB,7/29/93,2,,,,
CB,8/10/93,0,9.3,1624,2308,
CB,8/10/93,0.25,,1643,1075,0.654
CB,8/10/93,0.5,,1646,577.9,0.351
CB,8/10/93,0.75,,1646,350.1,0.213
CB,8/10/93,1,9.4,1730,222.6,0.129
CB,8/10/93,1,,,,
CB,8/10/93,1.25,,1658,76.8,0.046
CB,8/10/93,1.5,,1669,59.85,0.036
CB,8/10/93,1.75,,1675,59.55,0.036
CB,8/10/93,2,5.6,1686,34.21,0.02
CB,8/25/93,0,8,1619,1311,0.81
CB,8/25/93,0.25,,1609,1057,0.657
CB,8/25/93,0.5,,1606,604.3,0.376
CB,8/25/93,0.75,,1608,266.8,0.166
CB,8/25/93,1,8,1550,26.27,0.017
CB,8/25/93,1.25,,1562,104.9,0.067
CB,8/25/93,1.5,,1547,47.96,0.031
CB,8/25/93,1.75,,1508,5.61,0.004
CB,8/25/93,2,0.9,1523,3.96,0.003
CB,8/25/93,2,,,,
CB,9/9/93,0,7.1,,,
CB,9/9/93,1,7,,,
CB,9/9/93,2,6.4,,,
CB,9/20/93,0,8,14,7.15,0.511
CB,9/20/93,0.25,,13,3.55,0.273
CB,9/20/93,0.5,,12,1.1,0.092
CB,9/20/93,0.75,,12,0,0
CB,9/20/93,1,7.9,,,
CB,9/20/93,2,7.9,,,
CB,9/20/93,2,,,,
CB,10/6/93,0,9.9,137,90.7,0.662
CB,10/6/93,0.25,,134,62.23,0.464
CB,10/6/93,0.5,,130,34.52,0.266
CB,10/6/93,0.75,,127,21.53,0.17
CB,10/6/93,1,10.2,130,11.61,0.089
CB,10/6/93,1.25,,132,7.81,0.059
CB,10/6/93,1.5,,132,3.87,0.029
CB,10/6/93,1.75,,126,2.76,0.022
CB,10/6/93,2,10.6,124,1.67,0.013
CB,10/20/93,0,10,97,57.59,0.594
CB,10/20/93,0,,,,
CB,10/20/93,0.25,,91,37.83,0.416
CB,10/20/93,0.5,,93,21.36,0.23
CB,10/20/93,0.75,,113,14.33,0.127
CB,10/20/93,1,10,123,9.79,0.08
CB,10/20/93,1.25,,126,6.72,0.053
CB,10/20/93,1.5,,117,5.91,0.051
CB,10/20/93,1.75,,119,3.37,0.028
CB,10/20/93,2,9.7,122,2.84,0.023
CB,10/20/93,2,,,,
CB,11/2/93,0,10.4,162,118.9,0.734
CB,11/2/93,0,,,,
CB,11/2/93,0.25,,163,63.97,0.392
CB,11/2/93,0.5,,160,36.31,0.227
CB,11/2/93,0.75,,161,22.59,0.14
CB,11/2/93,1,10.2,159,12.71,0.08
CB,11/2/93,1.25,,159,11.88,0.075
CB,11/2/93,1.5,,157,7.45,0.047
CB,11/2/93,1.75,,156,4.99,0.032
CB,11/2/93,2,10.1,158,3.31,0.021
CB,1/17/94,0,9.1,225,0,0
CB,1/17/94,0,,,,
CB,1/17/94,0.5,,240,0,0
CB,1/17/94,0.75,,244,0,0
CB,1/17/94,1,0.8,232,0,0
CB,1/17/94,1.25,,224,0,0
CB,1/17/94,1.5,,209,0,0
CB,1/17/94,2,0.2,,,
CB,2/23/94,0,4.1,336,11.31,0.034
CB,2/23/94,0,,,,
CB,2/23/94,0.5,,335,4.96,0.015
CB,2/23/94,0.75,,336,1.66,0.005
CB,2/23/94,1,0.3,,,
CB,2/23/94,2,0.1,,,
CB,3/30/94,0,0.8,1450,26.93,0.019
CB,3/30/94,0,,,,
CB,3/30/94,0.5,,1497,22.99,0.015
CB,3/30/94,0.75,,1501,11.47,0.008
CB,3/30/94,1,0.3,1499,5.06,0.003
CB,3/30/94,1.25,,1497,2.02,0.001
CB,3/30/94,1.5,,1496,0.97,0.001
CB,3/30/94,1.75,,1489,0.45,0
CB,3/30/94,2,0.3,,,
CB,5/2/94,0,9,1473,1457,0.989
CB,5/2/94,0,,,,
CB,5/2/94,0.25,,1509,876,0.581
CB,5/2/94,0.5,,1588,521.2,0.328
CB,5/2/94,0.75,,2021,395.4,0.196
CB,5/2/94,1,9,911,78.5,0.086
CB,5/2/94,1.25,,1044,51.41,0.049
CB,5/2/94,1.5,,1948,74,0.038
CB,5/2/94,1.75,,2100,57.37,0.027
CB,5/2/94,2,8.2,1806,33.03,0.018
CB,5/19/94,0,9.1,1077,1050,0.975
CB,5/19/94,0,,,,
CB,5/19/94,0.25,,1191,662.1,0.556
CB,5/19/94,0.5,,1191,378,0.317
CB,5/19/94,0.75,,1167,236.7,0.203
CB,5/19/94,1,8,1185,135.8,0.115
CB,5/19/94,1.25,,1144,80,0.07
CB,5/19/94,1.5,,1026,48.39,0.047
CB,5/19/94,1.75,,1059,27.12,0.026
CB,5/19/94,2,6.7,1055,17.06,0.016
CB,6/6/94,0,7.2,1114,968,0.869
CB,6/6/94,0,,,,
CB,6/6/94,0.25,,1069,572.4,0.535
CB,6/6/94,0.5,,962,341.8,0.355
CB,6/6/94,0.75,,1000,266.1,0.266
CB,6/6/94,1,7.2,923,126.1,0.137
CB,6/6/94,1.25,,1005,69.04,0.069
CB,6/6/94,1.5,,935,41.55,0.044
CB,6/6/94,1.75,,1099,33.75,0.031
CB,6/6/94,2,5.8,1295,27.6,0.021
CB,6/14/94,0,7.3,287,201.1,0.701
CB,6/14/94,0,,,,
CB,6/14/94,0.25,,292,123.5,0.423
CB,6/14/94,0.5,,296,76.8,0.259
CB,6/14/94,0.75,,301,47.73,0.159
CB,6/14/94,1,7.4,298,28.42,0.095
CB,6/14/94,1.25,,289,13.72,0.047
CB,6/14/94,1.5,,279,11.49,0.041
CB,6/14/94,1.75,,277,6.53,0.024
CB,6/14/94,2,5.3,274,3.86,0.014
CB,6/29/94,0,6,415,257.7,0.621
CB,6/29/94,0,,,,
CB,6/29/94,0.25,,423,157.5,0.372
CB,6/29/94,0.5,,417,84.4,0.202
CB,6/29/94,0.75,,396,44.82,0.113
CB,6/29/94,1,5.7,378,24.42,0.065
CB,6/29/94,1.25,,367,13.37,0.036
CB,6/29/94,1.5,,369,7.49,0.02
CB,6/29/94,1.75,,390,4.96,0.013
CB,6/29/94,2,0.5,421,3.85,0.009
CB,7/11/94,0,8.5,699,491,0.702
CB,7/11/94,0,,,,
CB,7/11/94,0.25,,695,209.5,0.301
CB,7/11/94,0.5,,690,125,0.181
CB,7/11/94,0.75,,690,70.8,0.103
CB,7/11/94,1,7.7,681,40.89,0.06
CB,7/11/94,1.25,,674,22.48,0.033
CB,7/11/94,1.5,,671,15.61,0.023
CB,7/11/94,1.75,,667,9.97,0.015
CB,7/11/94,2,1.5,670,5.12,0.008
CB,7/26/94,0,8.2,915,570.6,0.624
CB,7/26/94,0,,,,
CB,7/26/94,0.25,,962,369.3,0.384
CB,7/26/94,0.5,,984,203.3,0.207
CB,7/26/94,0.75,,1064,126.5,0.119
CB,7/26/94,1,7.5,1057,69.91,0.066
CB,7/26/94,1.25,,1106,44.03,0.04
CB,7/26/94,1.5,,1040,33.16,0.032
CB,7/26/94,1.75,,1032,20.41,0.02
CB,7/26/94,2,0.7,1022,13.75,0.013
CB,8/11/94,0,7.3,1712,1298,0.758
CB,8/11/94,0.25,,1972,1012,0.513
CB,8/11/94,0.5,,1950,454.2,0.233
CB,8/11/94,0.75,,1785,282.5,0.158
CB,8/11/94,1,7.2,1696,139.9,0.082
CB,8/11/94,1,,,,
CB,8/11/94,1.25,,1411,94.9,0.067
CB,8/11/94,1.5,,1493,69.85,0.047
CB,8/11/94,1.75,,577,7.65,0.013
CB,8/11/94,2,6.2,615,6.21,0.01
CB,8/22/94,0,7.9,941,867,0.921
CB,8/22/94,0,,,,
CB,8/22/94,0.25,,943,486.3,0.516
CB,8/22/94,0.5,,947,249.7,0.264
CB,8/22/94,0.75,,958,134.5,0.14
CB,8/22/94,1,7.4,965,84.4,0.087
CB,8/22/94,1.25,,977,56.3,0.058
CB,8/22/94,1.5,,973,37.09,0.038
CB,8/22/94,1.75,,973,20.99,0.022
CB,8/22/94,2,3.5,973,13.98,0.014
CB,8/22/94,2,,,,
CB,9/8/94,0,7.5,1706,1549,0.908
CB,9/8/94,0,,,,
CB,9/8/94,0.25,,1558,866,0.556
CB,9/8/94,0.5,,1387,611.2,0.441
CB,9/8/94,0.75,,1560,433,0.278
CB,9/8/94,1,7.2,1706,218.7,0.128
CB,9/8/94,1.25,,1768,117.5,0.066
CB,9/8/94,1.5,,1766,84.5,0.048
CB,9/8/94,1.75,,1778,53.74,0.03
CB,9/8/94,2,5.4,1780,28.12,0.016
CB,9/20/94,0,7.6,1345,1073,0.798
CB,9/20/94,0,,,,
CB,9/20/94,0.25,,1302,512.2,0.393
CB,9/20/94,0.5,,1356,327.5,0.242
CB,9/20/94,0.75,,1341,238.5,0.178
CB,9/20/94,1,7.3,1241,127.9,0.103
CB,9/20/94,1.25,,1260,73.5,0.058
CB,9/20/94,1.5,,1165,41.41,0.036
CB,9/20/94,1.75,,1042,29.7,0.029
CB,9/20/94,2,0.3,1016,16.36,0.016
CB,10/4/94,0,7.4,922,689.1,0.747
CB,10/4/94,0.25,,1524,590.6,0.388
CB,10/4/94,0.5,,1022,226.5,0.222
CB,10/4/94,0.75,,1748,272.3,0.156
CB,10/4/94,1,7.3,1068,89.8,0.084
CB,10/4/94,1.25,,1148,39.93,0.035
CB,10/4/94,1.5,,983,25.65,0.026
CB,10/4/94,1.75,,963,13.38,0.014
CB,10/4/94,2,7,830,8.13,0.01
CB,10/20/94,0,8.8,236,146.6,0.621
CB,10/20/94,0.25,,236,86,0.364
CB,10/20/94,0.5,,236,53.2,0.225
CB,10/20/94,0.75,,236,34.68,0.147
CB,10/20/94,1,8.6,235,20.14,0.086
CB,10/20/94,1.25,,237,8.83,0.037
CB,10/20/94,1.5,,237,5.05,0.021
CB,10/20/94,1.75,,235,2.26,0.01
CB,10/20/94,2,8,237,1.1,0.005
CB,10/20/94,2,,,,
